,Source,Expected,Predicted
957,"Constantine regarded the peasants as the chief partners in a common undertaking, and despite his respect and the feeling of a blood-tie – probably, as he said, sucked in with the milk of his peasant nurse – he as partner in their common undertaking, though often filled with admiration for the strength, meekness, and justice of these people, was very often (when the business required other qualities) exasperated with them for their carelessness, untidiness, drunkenness, and untruthfulness.","Un simile atteggiamento non piaceva a Konstantin Levin. Per lui il contadino era solo il collaboratore primo al lavoro comune, e malgrado tutta la considerazione che gli accordava e un certo amore che aveva probabilmente succhiato, come egli stesso diceva, insieme al latte della balia contadina, tuttavia egli, come collaboratore al lavoro comune, pure estasiandosi talvolta dinanzi alla forza, all’umiltà, alla verità di quella gente, molto spesso, quando il lavoro comune richiedeva altre attitudini, inveiva contro il contadino per la sua trascurataggine e sporcizia, per la tendenza all’ubriachezza e l’abitudine a mentire.","Konstantin Dmitric , i contadini , che erano in un ’ azienda , e , malgrado il suo senso , aveva detto che il cuore di un , diceva che il mondo , come un , come egli aveva detto , con la sua , non solo , come se stesso , la sua , la , la , la , e che , per i suoi rapporti di , si , si , si , si , si , per i suoi , si , per i suoi rapporti con la loro , si , e , per il , per il , per la loro , per il popolo , per la sua opinione da lui , per i suoi rapporti di , per il popolo , per la loro opinione di lui , il , il popolo , il popolo , di , di , di tutti i suoi rapporti di cui , per i suoi rapporti di tutti i suoi rapporti di , il , il loro , per la sua , per la sua , per il popolo , per la sua , il popolo , il , il , il , il , il , il , il loro , il , il , per i suoi rapporti di economia , il popolo , il popolo , per i suoi rapporti di , il popolo , il popolo , , il popolo , per i contadini , il popolo , il , il popolo , il popolo , il popolo , il popolo , il popolo , il , il , il popolo , il popolo , il popolo , per il popolo , per i , il , il , il , il popolo , per i rapporti con i"
958,"He gave us the required assurance, and we thanked him, but he still hung about, and seemed to be dissatisfied, so we asked him if there was anything further that we could do for him; and Harris, who is of a chummy disposition, offered him a bit of bread and jam.","Egli ci diede l’assicurazione richiesta, e noi lo ringraziammo; ma continuò a gironzarci intorno, e siccome pareva poco soddisfatto, gli domandammo se potessimo fare qualche altra cosa per lui; e Harris, ch’è d’istinti ospitali, gli offerse un pezzo di pane col prosciutto.","Egli si mise a la questione che lo , ma egli si , e si sentiva , che non ci fosse nulla di più , che ci avrebbe potuto fare nulla da che ci si sarebbe potuto fare , e Harris lo , e che ci si a una di pane ."
959,I was going back to Thornfield: but how long was I to stay there?,"Ritornavo a Thornfield, ma quanto ci sarei rimasta?","Mi alzai a Thornfield , ma come era molto tempo di andare a Thornfield ?"
960,It was quite pretty to hear them.,Una delizia a sentirli.,Era molto strano .
961,"""It is Julia Severn,"" replied Miss Temple, very quietly.","— È Giulia Severne, — rispose tranquillamente la direttrice. — Giulia Severne, signora.","— È stata una certa , — rispose la signorina Temple , con calma ."
962,"""At any rate, there is neither room nor claim for me, sir.""",— In ogni modo non c'è posto per me accanto a voi e non ho diritto alle vostre carezze.,"— In quel momento non c ' è nessuno né per me , signore ."
963,"Meantime in the church every one was waiting for the bridegroom; while he was pacing up and down like a caged beast, looking despairingly along the corridor, remembering all he had said to Kitty and wondering what she must be thinking now.","Si aspettava lo sposo in chiesa e lui camminava per la stanza come una belva in gabbia, guardando fuori nel corridoio e ricordando con terrore e disperazione quel che aveva detto a Kitty e quello che ella poteva pensare, adesso, di lui.","In quel momento in cui si era l ’ attenzione , mentre egli si era e si mise a guardare con un po ’ di altezza , come aveva detto , guardando Kitty con Kitty che cosa avrebbe detto Kitty ."
964,'Glad they are: have not met for a long time!' said the curly-haired old man with the piece of bast tied round his head.,"— Anche loro sono contente, è un pezzo che non si son viste — diceva il vecchio riccioluto, quello con il legaccio di tiglio.","— molto , non c ’ è tempo per lungo — disse il vecchio , , e il vecchio , con un ."
965,Not a week passes without some scandal.,Non passa una settimana senza una storia.,Non c ’ è una settimana senza essere un ’ unica cosa .
966,"This was said so simply, and the frank and open expression of her face was so amiable, that the Princess understood what made Kitty so fond of this Varenka.","La cosa era stata detta con tanta semplicità, ed era così piena di grazia l’espressione sincera e aperta del suo viso, che la principessa capì perché Kitty avesse preso a voler bene a questa Varen’ka.","Questo era così contenta e la , e la espressione del viso di lei era così forte che la principessa aveva detto che Kitty aveva detto a questo ."
967,But to return to my Journal.,Ma torniamo al nostro giornale.,Ma per questo viaggio al mio moschetto .
968,"'Yes, a choice between me and Vronsky,' thought Levin, and the dead hope that had begun to revive in his soul died again and only weighed painfully on his heart.","«Sì, la scelta fra me e Vronskij» pensò Levin e il cadavere che si ravvivava nell’anima sua morì di nuovo e premeva solo tormentosamente il suo cuore.","“ Sì , che mi ha fatto una casa e di Vronskij ” pensò Levin e il cuore si era stata in lei quello che aveva fatto a , e si era con la sua gioia ."
969,"Come, let us make a bowl of punch, and we’ll forget all that; d’ye see what charming weather ’tis now?” To make short this sad part of my story, we went the way of all sailors; the punch was made and I was made half drunk with it: and in that one night’s wickedness I drowned all my repentance, all my reflections upon my past conduct, all my resolutions for the future.","Vedete che bel tempo fa adesso?» Per accorciare questa trista parte della mia storia, facemmo come tutti i marinai: il punch fu apparecchiato, io m’ubbriacai, e negli stravizzi di quell’unica notte affogai tutto il mio pentimento, tutte le mie considerazioni su la mia passata condotta, tutti i miei fermi propositi per l’avvenire.","a la finestra , e tutti i miei occhi , se non ne il mio destino , mi in questo luogo che mi in quel luogo , e tutte le mie mani , di tutto il mio moschetto , e in quel luogo che era stato di ; e che il mio spirito era in tutta la mia vita , il mio spirito , che mi in tutta la mia vita , e che la mia vita ."
970,"'No, this is awful!","— No, è tremendo!","— No , è orribile ."
971,I have spoilt my life.,Me la sono sciupata la mia vita.,Ho sentito che la mia vita .
972,"'Yes, I noticed that poor Grinevich's nails interested you greatly,' said Oblonsky.","— Già, ho visto che le unghie del povero Grinevic ti interessavano molto — disse, ridendo, Stepan Arkad’ic.","— Sì , ho visto che la bambina le che vi — disse Stepan Arkad ’ ic ."
973,"Do you love me, Jane?--repeat it.""","Mi amate voi, Jane? Ripetetelo ancora.","Voi mi avete detto , Jane ?"
974,One change Vronsky noticed in him was that quiet and permanent radiance which comes upon the faces of people who have succeeded and feel assured that everybody recognizes their success.,"Il solo mutamento che Vronskij notò in lui, fu quel calmo continuo splendore che si fissa sul volto delle persone che hanno successo e che sono sicure del riconoscimento di questo successo da parte di tutti.",Un ’ altra volta Vronskij capì che era in lui e che era calma e che si nel modo che si le persone che si e si a tutti i loro piani .
975,"I like Moor House, and I will live at Moor House; I like Diana and Mary, and I will attach myself for life to Diana and Mary.","Moor-House mi piace e vi abiterò; voglio bene a Diana e a Maria, e mi attaccherò a loro per la vita.","i miei vestiti , e io a casa , e Maria , mi a Maria , e io di non di casa e Maria ."
976,"""Would I forgive him for the selfish idea, and prove my pardon by a reconciling kiss?""",Mi domandò se volevo perdonargli quell'egoistico pensiero o suggellare il perdono con un bacio.,"— per il signor Rochester , e con un ' occhiata a un ?"
977,"I say that the duke, finding himself now sufficiently powerful and partly secured from immediate dangers by having armed himself in his own way, and having in a great measure crushed those forces in his vicinity that could injure him if he wished to proceed with his conquest, had next to consider France, for he knew that the king, who too late was aware of his mistake, would not support him.","Dico che, trovandosi el duca assai potente et in parte assicurato de' presenti periculi, per essersi armato a suo modo e avere in buona parte spente quelle arme che, vicine, lo potevano offendere, li restava, volendo procedere con lo acquisto, el respetto del re di Francia; perché conosceva come dal re, il quale tardi si era accorto dello errore suo, non li sarebbe sopportato.","Io dico che , dopo avere el duca di Italia , in uno stato di Italia e di Alessandro , in uno stato di , e , avendo fatto , in uno stato , si di quelle forze che lo , non poteva , , che , non avendo la sua , non lo , non lo , non lo ."
978,"'Anna, let us go the day after to-morrow, if you wish it.","— Anna, andiamo via domani l’altro, se vuoi.","— Anna , andiamo da noi , dopo aver fatto domani , se ne ."
979,He had no money at all.,Denaro niente.,Non aveva bisogno di fare tutto il denaro .
980,During the readings he had also been thinking about the talk they had had.,Durante la lettura aveva pensato alla conversazione passata.,Il il « che egli aveva fatto bene a parlare di parlare .
981,"In spite of the old peasant's grumbling one could see that he was justly proud of his property, of his sons, his nephew, his daughters-in-law, his horses, his cows, and especially of the fact that his whole household and farm held together.","Malgrado le lamentele del vecchio si vedeva che era giustamente orgoglioso del proprio benessere, orgoglioso dei figli, dei nipoti, delle nuore, dei cavalli, delle mucche e, in particolare, del fatto che egli mandava avanti tutta quella azienda.","Malgrado la vecchia vecchia inglese , che aveva provato un ’ impressione che egli aveva provato l ’ impressione di lui , di , di , di , di , di non avere la sua attenzione , di tutti i cavalli e di tutti i contadini , di tutti i contadini , di tutti i contadini e di tutti i contadini ."
982,"'Ah, this is magnanimity!' said Nicholas, and smiled. 'If you wish to be in the right, I can let you have that pleasure.","— Ah, che magnanimità! — disse Nikolaj, e sorrise. — Se vuoi aver ragione, posso farti questo favore.","— Ah , questo è la guerra ! — disse Nikolaj e sorridendo . — Se tu ti in modo che tu il piacere ."
983,"From Crewe I had the compartment to myself, though the train was crowded.","Da Crewe ebbi il compartimento per me solo, benchè tutto il treno fosse affollato.","a un tratto a me , ma , benchè il treno era ."
984,"It was Levin's face with his kind eyes looking mournfully from under his knit brows as he stood listening to her father and glancing at her and at Vronsky, and she felt so sorry for him that tears rose to her eyes.","Era il viso di Levin con le sopracciglia aggrottate e gli occhi buoni che guardavano di sotto in su, scoraggiati e tristi, mentre, in piedi, ascoltava suo padre e guardava lei e Vronskij. E provò tanta pena per lui che le vennero le lacrime agli occhi.","Era il viso di Levin con gli occhi scintillanti di lui , con gli occhi scintillanti di cui si era seduto accanto al padre e , guardando di nuovo di nuovo , si fermò per lui e si sentiva così che gli occhi gli si di lei ."
985,"THE TEMPORARY STABLE, a wooden structure, had been built close to the racecourse, and it was there his mare was to have been brought the day before.","La scuderia provvisoria era una baracca di assi costruita proprio accanto all’ippodromo, e là doveva essere stato condotto il giorno prima il suo cavallo.","Il di , un di , era stato da lui e aveva fatto il suo giorno prima , e il giorno era stato già già prima ."
986,"""None belonging to your father?""",— Nessuno dal lato paterno?,— Non vi è che il vostro padre ?
987,"The village of Hurley, five minutes' walk from the lock, is as old a little spot as there is on the river, dating, as it does, to quote the quaint phraseology of those dim days, ""from the times of King Sebert and King Offa.""","Il villaggio di Harley, a cinque minuti di cammino dalla chiesa, è uno dei punti più antichi del fiume, giacchè data, a citare la strana fraseologia di quegli oscuri tempi, «dai giorni del re Sebert e del re Offa».","Il villaggio di Bigg , di sopra , di cinque minuti , come è un vecchio vecchio , come è un po ’ di tempo , e come si può essere di quelle persone che si fa a , di quelle persone che il Re , e il Re ."
988,But no one came upstairs and she heard voices below.,Ma nessuno saliva la scala e giù si sentivano delle voci.,Ma nessuno si sentì in piedi e si sentì che si erano dietro le voci .
989,"He quickly rubbed out what he had written, handed her the chalk, and rose.","Egli cancellò in fretta quel che era scritto, le dette il gesso e si alzò.","Egli si alzò per guardare quello che aveva portato il fazzoletto , si alzò e si alzò ."
990,"It is impossible to express the flutterings of my very heart when I found all my wealth about me; for as the Brazil ships come all in fleets, the same ships which brought my letters brought my goods: and the effects were safe in the river before the letters came to my hand.","Egli è impossibile dare un’idea delle palpitazioni del mio cuore, allorchè mi vidi circondato da tanta ricchezza; perchè, siccome i bastimenti che procedono dal Brasile salpano di conserva, una stessa spedizione mi portava le lettere e le merci e l’oro: tutte cose che erano sul Tago prima che mi fossero ricapitate le lettere.","Non è impossibile il cuore di che mi in me , quando mi trovai che il mio cuore mi in cui i miei compagni erano stati in cui i miei compagni erano in cui erano il mio fiume ; e il mio fiume era stato fatto il mio fiume che si in appresso il fiume ."
991,"With her arms helplessly outstretched upon the quilt, unusually beautiful and calm she lay, gazing silently at him, trying unsuccessfully to smile.","Abbassate sulla coperta le braccia senza forza, straordinariamente bella e calma, ella lo guardava senza parole e voleva, ma non poteva sorridere.","Con le mani , guardando il sorriso di lei , si sentiva tranquillo e guardava con un sorriso , guardando di nuovo il sorriso ."
992,But Anna did not answer her.,Ma Anna non rispondeva.,Ma Anna non rispose nulla .
993,"Landau hurriedly looked round, approached smilingly, laid upon Oblonsky's outstretched hand his own moist and motionless one, went back, and continued looking at the portraits.","Landau si voltò in fretta, si avvicinò e, dopo aver sorriso, mise nella mano di Stepan Arkad’ic la sua immobile mano sudata e subito si allontanò di nuovo e si mise a guardare i ritratti.","Landau si alzò in fretta , si alzò con un sorriso di mano , Stepan Arkad ’ ic , la mano e si alzò e si mise a guardare , si avvicinò alla mano ."
994,"My ear, too, felt the flow of currents; in what dales and depths I could not tell: but there were many hills beyond Hay, and doubtless many becks threading their passes.","Ero distante dal paese ancora un miglio, eppure in quel silenzio completo distinguevo i rumori, sentivo il mormorio dei ruscelli scorrenti in quella valle. A quale profondità?","La mia bocca era troppo forte , ma in cui non potevo , e che non potevo dire che erano state in piedi , e che i suoi occhi erano ."
995,And I was just going to send to you.,E io volevo mandar da voi.,E io volevo andare a te .
996,"Zealous in his ministerial labours, blameless in his life and habits, he yet did not appear to enjoy that mental serenity, that inward content, which should be the reward of every sincere Christian and practical philanthropist.","Pieno di zelo nell'adempimento de' suoi doveri evangelici, irreprensibile di condotta, non godeva peraltro di quella interna serenità, che dovrebbe esser la ricompensa di ogni sincero cristiano, di ogni filantropo attivo.","in modo il suo , in modo , in vita e i suoi piani non si sentiva ancora che il dolore della sua bellezza , che la di ogni cosa , si sarebbe stata fatta da ogni cosa ."
997,I looked at it; I smiled at the speaking likeness: I was absorbed and content.,Guardavo il ritratto e sorridevo. Ero assorta e contenta.,"Mi guardò , ma mi guardò con voce : ero contenta e mi ."
998,"Mr. W. Lee - five times Mayor of Abingdon - was, no doubt, a benefactor to his generation, but I hope there are not many of his kind about in this overcrowded nineteenth century.","Il signor W. Lee — cinque volte sindaco di Abingdon — era un benefattore della sua generazione, ma m’auguro che non vi siano molti che gli somiglino in questo popolatissimo secolo decimonono.","Il signor Rochester fu un po ’ di di Streatley , non era , né la sua , ma , non ho mai avuto il della sua storia di ."
999,"To what end?""",per quale scopo?,Che cosa ?
1000,In the doorway he nearly knocked up against Karenin.,"Proprio sulla porta, Vronskij quasi si scontrò con Aleksej Aleksandrovic.",Nel corridoio si fermò per Aleksej Aleksandrovic .
1001,"Strong wind, earthquake-shock, and fire may pass by: but I shall follow the guiding of that still small voice which interprets the dictates of conscience.'","La tempesta, il terremoto, il fuoco potranno passarmi accanto, ma io ascolterò sempre la dolce voce che interpreta la volontà della coscienza.","Il vento di nuovo , la testa del fuoco e di essere troppo presto ; ma io il vento della voce che non si ancora più di quella voce che la coscienza della coscienza della coscienza ."
1002,"And if any one should say: Caesar obtained empire by liberality, and many others have reached the highest positions by having been liberal, and by being considered so, I answer: Either you are a prince in fact, or in a way to become one.","E se alcuno dicessi: Cesare con la liberalità pervenne allo imperio, e molti altri, per essere stati et essere tenuti liberali, sono venuti a gradi grandissimi; rispondo: o tu se' principe fatto, o tu se' in via di acquistarlo: nel primo caso, questa liberalità è dannosa; nel secondo, è bene necessario essere tenuto liberale.","E se uno principe si : ' principi , con li altri , e ' altri si in Italia , e ' tempi , con tanta virtù , e ' , o , o con uno principe , o a ' tempi ."
1003,"He felt more than ever before that there was a kind of vagueness in his soul, a want of clearness, and that with regard to religion he was in the same position that he saw so distinctly and disliked in others; and for which he found fault with his friend Sviyazhsky.","Levin adesso sentiva più di prima di aver nell’animo qualcosa di confuso e di poco chiaro e che nei rapporti con la religione egli era in quella stessa situazione che così chiaramente scopriva negli altri, che non gli piaceva affatto e che riprovava nell’amico Svijazskij.","Sentiva più di prima che non c ’ era mai un ’ anima , un ’ anima sua , un ’ anima , di cui si con la sua vita , e che , in quel momento , aveva provato in cui egli aveva provato in cui egli stesso , aveva fatto il suo amico , aveva fatto il suo amico , e che egli stesso , per Svijazskij lo aveva fatto ."
1004,"The stronger among the girls ran about and engaged in active games, but sundry pale and thin ones herded together for shelter and warmth in the verandah; and amongst these, as the dense mist penetrated to their shivering frames, I heard frequently the sound of a hollow cough.","La tempesta del giorno prima aveva mantenuto la terra bagnata. Le più robuste fra le educande correvano da una parte all'altra facendo esercizi violenti; alcune, pallide e magre, andavano a rifugiarsi sotto il porticato, e dai loro petti usciva spesso una tosse cavernosa.","Le ragazze , in cui erano , erano in alto , ma , e , e i , e i miei , mi in quel momento mi , come ho fatto un rumore di luce ."
1005,He felt that the matter was decided.,Sentì che si era deciso.,Sentiva che l ’ unica cosa che era andato .
1006,"Harris is more accustomed to sea rowing than to river work, and says that, as an exercise, he prefers it.","Harris è più novizio a remare nel mare che nel fiume, e dice che, come esercizio, preferisce il mare.","Harris è più di mare che di mare per il fiume , e dice che , come un ’ altra , e si dice :"
1007,"He smiled at that, and told me that he could not swim so far. I told him I would make a canoe for him.","Sorrise nel rispondere: — «Me non saper nuotare tanto lontano! — Fabbricherò una scialuppa per voi. — Me andar là se voi venire con me. — Io andar là! mi mangerebbero a prima giunta. — No, no; me fare loro non mangiar voi; me fare loro grande amar voi.»","Egli sorrise che non poteva dire che non poteva in questo modo , non poteva il mio moschetto per un po ’ di mare ."
1008,I am not in a position either to contradict or affirm this statement.,Io non sono in condizione nè di contraddire nè di corroborare questa affermazione.,"Io non sono in una posizione o per essere o per questo , o per questo non sono stato ."
1009,"'Yes, quite big,' answered Dolly shortly, and was herself surprised that she could talk so coldly about her children. 'We are very comfortable at the Levins',' she added.","— Sì, molto grande — rispose breve Dar’ja Aleksandrovna, meravigliandosi lei stessa di rispondere così freddamente sui suoi figliuoli. — Stiamo benissimo dai Levin — ella aggiunse.","— Sì , molto — rispose Dolly e si poteva parlare di lei che ella poteva parlare con lei , con un sorriso di lacrime . — Sono molto contento di ."
1010,"'And are you coming with us?' Varenka, quite confused, asked Levin, pretending not to have heard what had been said to her.","— E voi verrete con noi? — disse Varen’ka confusa a Levin, facendo finta di non aver sentito quello che le era stato detto.","— E tu , con noi ? — disse Varen ’ ka , arrossendo , arrossendo a Levin , cercando di non aver sentito quello che aveva detto ."
1011,"But the Princess Betsy could not bear that tone of his: 'sneering,' she called it in English: so, like a clever hostess, she at once led him into a serious conversation on universal military service.","Ma la principessa Betsy non tollerava questo suo tono, sneering come lo chiamava lei, e, da padrona di casa intelligente, lo avviò subito a una conversazione seria sul servizio militare obbligatorio.","Ma la principessa Betsy non poteva non pensare che la sua voce : “ , come è un francese , come un po ’ di casa , di un signore , si in società in società ."
1012,"I spent many a day to find out a great stone big enough to cut hollow, and make fit for a mortar, and could find none at all, except what was in the solid rock, and which I had no way to dig or cut out; nor indeed were the rocks in the island of hardness sufficient, but were all of a sandy, crumbling stone, which neither would bear the weight of a heavy pestle, nor would break the corn without filling it with sand.","Oltrechè, non vi erano nell’isola rocce di sufficiente durezza, perchè erano tutte di pietra arenosa e fragile che o non avrebbero sostenuto il peso di un pesante pestello, o nel rompersi del grano lo avrebbero empiuto di sabbia. Dopo aver quindi consumato un gran tempo nella ricerca di un masso acconcio al mio bisogno, ne dimisi l’idea.","tanto in un giorno di mare , di un grande , e a di , non poteva in un ’ isola , che non poteva in questo luogo , nè che non poteva nè di , nè il di , nè che il di , nè il di , nè di il che non nè di il , nè di il di , nè di il mare ."
1013,A short hussar in tight riding-breeches was galloping along bunched up like a cat in his desire to imitate an English jockey.,"Un piccolo ussaro della guardia coi pantaloni stretti andava a galoppo, piegato come un gatto sul cavallo, per la mania di imitare gli inglesi.","Un ’ ora di cui si era in mezzo all ’ , come un gatto in un gatto a un gatto di ."
1014,"It is noon, and we and all the people have been waiting patient for many an hour, and the rumour has run round that slippery John has again escaped from the Barons' grasp, and has stolen away from Duncroft Hall with his mercenaries at his heels, and will soon be doing other work than signing charters for his people's liberty.","È mezzogiorno, e noi e tutta la popolazione abbiamo aspettato pazientemente molte ore, ed è corsa la voce che lo sdrucciolevole Giovanni è di nuovo sfuggito alla stretta dei Baroni, ed è riparato lontano da Duncroft Hall, seguito dai suoi mercenarî, dove si occuperà d’altro che di firmar carte per la libertà del suo popolo.","È stato il tempo e noi ci in un momento , e tutti i suoi , e le donne , che le , si di nuovo , si con le donne , e si con le loro forze , si verso la sua ."
1015,"But you and I cannot deceive ourselves like that! Now, in this I do believe,' he said, clutching the bottle with his bony hand and beginning to inhale from it.","Ecco, a questo io credo — disse e, afferrata la fiala con la mano ossuta, cominciò a respirarvi sopra.","Ma tu non posso con questo , come sono così , in questo modo , io credo che , con questo — disse , con la mano , con la mano e di nuovo ."
1016,"The baby screamed louder, catching her breath and growing hoarse.",La bambina gridava ancora più forte rimanendo senza fiato e rantolando.,"Il bambino si sempre , si il suo sguardo , si a sé ."
1017,'Tell her we have not got a cheap sale on here!' he said and came back again.,— Ditele che non siamo al mercato! — disse e ritornò da Aleksej Aleksandrovic.,"— che non ci siamo da un po ’ di campagna — disse , e dopo aver fatto di nuovo ."
1018,"'Once upon a time there were three little sisters,' the Dormouse began in a great hurry; 'and their names were Elsie, Lacie, and Tillie; and they lived at the bottom of a well--'","— C'erano una volta tre sorelle, — cominciò in gran fretta il Ghiro. — Si chiamavano Elsa, Lucia e Tilla; e abitavano in fondo a un pozzo...","— Un po ' di tempo c ' erano tre ore , — disse il Ghiro , e si mise a ridere . — E i loro sorelle , e i loro sono in un ' altra ."
1019,"I sat down on the narrow ledge; I hushed the scared infant in my lap: you turned an angle of the road: I bent forward to take a last look; the wall crumbled; I was shaken; the child rolled from my knee, I lost my balance, fell, and woke.""","mi sedetti sul muro e quetai il fanciullo sul mio seno. Vi vidi girare un angolo della strada, mi abbassai per vedervi ancora, il muro franò un poco, fui spaventata, il fanciullo scivolò sui miei ginocchi, io perdetti l'equilibrio, caddi e mi svegliai.","Mi alzai accanto al muro e mi misi a ridere . La candela si alzò e mi guardò con un ' altra parte ; la via di un ' altra parte , e mi misi a piangere ."
1020,"Come, bring us the soup, my good fellow!...","Su, via, amico, dacci la minestra!...","Venite da noi , la Regina , la mia salute !"
1021,"Another field crossed--a lane threaded--and there were the courtyard walls--the back offices: the house itself, the rookery still hid.","Traversai ancora un campo, seguii un sentiero; si vedevano i muri della corte e dei fabbricati annessi che erano sul didietro della villa; la casa era nascosta ancora dal bosco.","Un ' altra volta mi , e là c ' erano le finestre sulle finestre , i fiori si erano , dove si ."
1022,"I must leave you for a minute; please close the envelope and send it,' she said from the doorway; 'I have some orders to give.'","Vi prego, sigillate e mandate. Devo dare un ordine.","Vi prego di andare a un po ’ , il fazzoletto e la porta del portiere . — Sono andato da un po ’ da ."
1023,"He offered me also sixty pieces of eight more for my boy Xury, which I was loth to take; not that I was unwilling to let the captain have him, but I was very loth to sell the poor boy’s liberty, who had assisted me so faithfully in procuring my own.","Mi offerse inoltre sessanta pezze da otto pel mio ragazzo Xury, al che mi rincrescea l’acconsentire, non perchè mi dispiacesse cedergli quel fanciullo, ma mi sapea male di vendere la libertà di una povera creatura che m’aveva aiutato con tanta fedeltà a procurarmi la mia.","a me , a me ne ’ miei moschetti per il mio ragazzo , che non mi di ; ma non avendo potuto di non di , che era stato di , di i miei pensieri , che mi aveva fatto il mio nome , che mi aveva fatto il mio dovere ."
1024,"Jane, will you marry me?""","Jane, volete sposarmi?","Jane , vi ?"
1025,How simple and natural her words sounded and how really it seemed as if she were merely sleepy!,Come erano semplici e naturali le sue parole e come era verosimile il fatto ch’ella avesse proprio sonno!,"Come si e le parole di lei , come se fosse stato , se non fosse !"
1026,"On Wednesday I went and hit it again, and the pointer went round towards ""set fair,"" ""very dry,"" and ""much heat,"" until it was stopped by the peg, and couldn't go any further.","Il mercoledì andai a picchiarlo di nuovo, e la lancetta girò verso «bello stabile», «molto secco» e «molto caldo», finchè non fu arrestata dal piolo, e non potè andar più oltre.","Il signor Rochester mi fu messo a guardare , e il suo arrivo si fu sul suo posto , e il vento di , e poi , dopo aver guardato il vento , si fermò a ."
1027,"When they had left the drawing-room Koznyshev, to finish the conversation, remarked with a smile.","E quando uscirono dal salotto, per concludere la conversazione, Koznyšev disse sorridendo:","Quando si erano la sala da Sergej Ivanovic , cominciò a dire il discorso con un sorriso ."
1028,The hired up-river boat very soon puts a stop to any nonsense of that sort on the part of its occupants.,La barca presa a nolo spegne ogni velleità di tal sorta in quelli che la occupano.,Il fiume si alzò per un po ’ di difficoltà per la parte del suo aspetto .
1029,"Sometimes this occasioned her pain, but at the same time she wanted to laugh because of this strange new joy.","Spesso le accadeva di sentirsi male per questo, ma nello stesso tempo aveva voglia di ridere per una strana nuova gioia.","A volte questo sentimento la sua gioia , ma in quel momento si era di quello strano ."
1030,"It tried its best, but the instrument was built so that it couldn't prophesy fine weather any harder than it did without breaking itself.",L’istrumento faceva tutto ciò che gli era possibile: era fabbricato in modo che non poteva profetare «bello stabile» con più energia senza rompersi.,"la sua volontà , ma era così forte che non fosse la vita di vita più di vita più che non si poteva ."
1031,'She was asking after you.,"E sai, ti posso dare un consiglio?",— Lei è venuta a parlare .
1032,"Sometimes I think I am in Northumberland, and that the noises I hear round me are the bubbling of a little brook which runs through Deepden, near our house;--then, when it comes to my turn to reply, I have to be awakened; and having heard nothing of what was read for listening to the visionary brook, I have no answer ready.""","Penso di essere nel Northumberland, scambio il rumore che sento intorno a me per il mormorio di un ruscello, che scorreva accanto a casa nostra. Quando viene la mia volta, debbo uscir dal sogno, ma siccome non ho ascoltato, non trovo la risposta.",""" Ora mi in fretta e che , dopo aver guardato il vento , mi sono in un mezzo di sopra , in un mezzo che è un , quando ho fatto il mio tempo , e non ho bisogno di andare a parlare di quello che ho visto nulla di più presto ."
1033,"'Duties are connected with rights, power, money, honours: that is what women are seeking,' said Pestsov.","— I doveri sono congiunti ai diritti; il potere, il denaro, gli onori; è questo che cercano le donne — disse Pescov.","— di questo , per esempio , per la gente , le scuole : la gente che sono le donne sono le donne — disse Pescov ."
1034,"We took that tin out on the bank, and Harris went up into a field and got a big sharp stone, and I went back into the boat and brought out the mast, and George held the tin and Harris held the sharp end of his stone against the top of it, and I took the mast and poised it high up in the air, and gathered up all my strength and brought it down.","Portammo la scatola sulla riva, e Harris corse in un campo a pigliare un grosso sasso aguzzo; e io ritornai nella barca, e ne riportai un albero, e Giorgio teneva la scatola e Harris teneva la punta del sasso sul coperchio, e io levavo l’albero e lo libravo in aria, raccogliendo tutte le mie forze per dare il colpo.","che la coda , e Harris si mise a un ’ altra parte , e un ’ acqua di , e io la barca , e io la barca , e Giorgio , la del , la , e la , la , la , la , si in un ’ aria di , e la forza di ."
1035,'But what is possible?,— Ma cosa mai è possibile?,— Ma che cosa mai ?
1036,He smiled.,Egli sorrise.,Egli sorrise .
1037,"""May I speak to your mistresses?"" I said.",— Posso parlare con le vostre padrone? — dissi.,— a parlare con voi ? — dissi .
1038,"Well, and what are you doing?'","Ebbene, cosa fai?",E allora che cosa sei ?
1039,"I had nobody to converse with, but now and then this neighbour; no work to be done, but by the labour of my hands; and I used to say, I lived just like a man cast away upon some desolate island, that had nobody there but himself.","Non aveva con chi conversare, se non a quando a quando col vicino di cui ho parlato; non poteva eseguire alcun lavoro se non con la fatica delle mie braccia, e mi pareva proprio di vivere come un uomo balestrato su qualche isola deserta, senz’altra compagnia che quella di sè medesimo.","Non avevo nulla da fare con me , ma ora , non per nulla il più piccolo lavoro , non per nulla , per altro che mi , e per quanto io mi , non mi aveva fatto un uomo che non aveva fatto nulla di più di una vita ."
1040,It was the dead body of a woman.,Era il cadavere d’una donna.,Era il corpo di una donna .
1041,"'What do you want? What is this?' she asked the rosy, jolly-looking Michael, as he handed her back her note.",— Che c’è? cosa?... — ella disse rivolta al rubizzo e allegro Michajla che le rendeva il biglietto.,"— Che cosa volete ? — domandò lei , indicando i denti che si voltò verso di lui e guardando il biglietto ."
1042,The children were not only beautiful in their fine clothes but were also very sweet in their behaviour.,"I bambini non solo erano splendidi nei loro vestitini di gala, ma erano graziosi perché si comportavano proprio bene.","I bambini non erano soltanto in modo bella , ma erano così , così erano così felici ."
