,Source,Expected,Predicted
595,Feed it in evenly!',Fallo pari!,l ’ offesa .
596,The first person he met was Mlle Linon.,Il primo personaggio che vide fu m.lle Linon.,La prima persona che aveva incontrato . lle Linon fu m .
597,"'Yes, I left that same day.","— Sì, partii il giorno stesso.","— Sì , io vado subito ."
598,"""Ghosts are usually pale, Jane.""","— I fantasmi generalmente sono pallidi, Jane.","— È il , Jane ."
599,"'That is our Russian indifference,' said Vronsky, pouring water from an iced decanter into a very thin glass with a stem, 'not to realize the duties our rights impose on us, and therefore to deny those duties.'","— È la nostra apatia russa — disse Vronskij, versando l’acqua da una caraffa ghiacciata in un bicchiere sottile a calice — non sentire gli obblighi che i nostri diritti ci impongono, e perciò negare questi obblighi.","— Ecco il nostro russo — disse Vronskij , di me e . — Il bicchiere con un grosso fracasso , non per capire le nostre faccende , e perciò ci molte cose ."
600,"""I rather think not, sir: I should have more pleasure in staying with you.""","— Non credo, signore; troverei maggior piacere a restare con voi.","— Non credo , signore , e avrei più contenta di vedervi ."
601,"""What! what!"" he cried.",— Come!,— Che cosa ! — esclamò .
602,"'But, it goes on ""they all returned from him to you,""' said Alice.","Ma, — disse Alice, — continua con le parole: “Ma tutte si rinvennero”.","— Ma è concluso che non va bene , — disse Alice , — che ti fanno ..."
603,'She was asking after you.,"E sai, ti posso dare un consiglio?","— È andato via , dopo ."
604,CHAPTER VIII,VIII,VIII
605,"On Wednesday I went and hit it again, and the pointer went round towards ""set fair,"" ""very dry,"" and ""much heat,"" until it was stopped by the peg, and couldn't go any further.","Il mercoledì andai a picchiarlo di nuovo, e la lancetta girò verso «bello stabile», «molto secco» e «molto caldo», finchè non fu arrestata dal piolo, e non potè andar più oltre.","Il bagaglio mi alzai e mi misi a gridare , e fu tolto il cammino , — aggiunse , — che il caldo del caldo e il caldo non si per la maniglia ."
606,"And why, now, was he so tame under the violence or treachery done him?",Che cosa lo aveva condotto qui e perché sopportava con tanta calma una violenza o un tradimento?,E perché adesso non era così dal cielo o il pericolo di lui ?
607,"I looked at my love: that feeling which was my master's--which he had created; it shivered in my heart, like a suffering child in a cold cradle; sickness and anguish had seized it; it could not seek Mr. Rochester's arms--it could not derive warmth from his breast.","Pensavo al mio amore, a quel sentimento che apparteneva al mio padrone, che egli aveva creato; tremava nel mio cuore come un bimbo malato in una culla fredda; la sofferenza, l'angoscia si erano impadronite di lei, non poteva rifugiarsi fra le braccia del signor Rochester, non poteva riscaldarsi sul petto del padrone di Thornfield.","Guardai il mio amore , che provava il mio dolore , che aveva prodotto nelle mie nubi , così penetrante e il cuore di un dolore freddo , e lo spirito del dolore , lo aveva prodotto nel cuore , e lo sapeva perché il signor Rochester non poteva ."
608,"I found the mess to consist of indifferent potatoes and strange shreds of rusty meat, mixed and cooked together.","Il desinare si componeva di patate, che non sapevan di nulla, e di carne che sapeva di troppo.","Trovai allora le patate , che fanno le patate e l ’ acqua di gennaio e le insieme ."
609,"And Golenishchev had remained contemptuously indifferent to Vronsky's attitude, so that that meeting ought to have separated them still further.",Golenišcev era stato sprezzantemente indifferente al tono di Vronskij. Quell’incontro sembrava avesse dovuto separarli ancor più.,"E Golenišcev era tranquillo con disprezzo verso Vronskij , così come in quell ’ incontro , così doveva essere stati tutti loro ."
610,"'How do you do, Constantine Dmitrich?... Especially shapely, plastic, and rich in colour, if one may say so, is the passage where you feel the approach of Cordelia, the woman, das ewige Weibliche, [The eternal feminine.] and she enters upon a struggle with fate.'","È in particolar modo immaginoso e scultoreo, per così dire, ricco di colori quel punto dove si sente l’avvicinarsi di Cordelia, dove la donna, das ewig Weibliche, entra in lotta col fato. Non è vero?","— Come lo fate , Konstantin Dmitric , , dai mobili , delle vesti , dei più grandi , se si tratta così così così sulla fanciulla , dei , di , di , di una donna silenziosa ."
611,"My wife and I are like white wolves, every one knows us,' answered Korsunsky. 'Anna Arkadyevna, just one turn?'","Mia moglie ed io siamo come i lupi bianchi, tutti ci conoscono — rispose Korsunskij. — Un giro di valzer, Anna Arkad’evna.","La mia moglie e io sono come noi , come tutti noi — rispose Korsunskij . — E Anna Arkad ’ evna , proprio una , la quale si ?"
612,"St. John said these words as he pronounced his sermons, with a quiet, deep voice; with an unflushed cheek, and a coruscating radiance of glance.","Saint-John aveva detto queste parole, come pronunziava i sermoni, con voce calma e profonda, senza che le sue guance si fossero accese, ma con un corruscante splendore nello sguardo.","Saint - John disse che come aveva detto , con voce calma , con voce bassa , con la bocca e il labbro inferiore dell ' espressione di tenerezza ."
613,"If they did not love me, in fact, as little did I love them.","Se però non mi volevano bene, è equo dire che neppur io ne voleva a loro.","Se non mi ami , non mi bene ."
614,"""Is your book interesting?"" I had already formed the intention of asking her to lend it to me some day.",— Vi diverte codesto libro? — le domandai.,— Avete fatto interessante ? — domandai a chi era l ' idea di chiedere il giorno a chi fosse .
615,"""She was kept in very close confinement, ma'am: people even for some years was not absolutely certain of her existence. No one saw her: they only knew by rumour that such a person was at the Hall; and who or what she was it was difficult to conjecture.","— Signora, quella pazza era ben guardata; per molti anni nessuno era sicuro che esistesse, perché non si vedeva mai; la voce pubblica diceva soltanto che qualcuno era nascosto alla villa, ma era difficile di saper chi.","— Ella era pronta a poco a poco dopo , signora , perché nessuno era sicuro della sua vita ; nessuno sapeva che una persona era in quella donna con le due voce che era in casa ."
616,Constantine was silent.,Konstantin taceva.,Konstantin tacque .
617,"Not, however, to go to bed: on the contrary, I began and dressed myself carefully.","Quando fui tornata in camera mia, non rientrai nel letto.","Non , però , per andare a letto , al contrario , cominciai a con me ."
618,"They were just going into the boat when Friday and the mate hallooed; and they presently heard them, and answering, ran along the shore westward, towards the voice they heard, when they were stopped by the creek, where the water being up, they could not get over, and called for the boat to come up and set them over; as, indeed, I expected.","Il tutto fu adempiuto secondo le mie intenzioni, e i nostri mariuoli stavano appunto per entrare nella scialuppa, quando Venerdì e l’aiutante si diedero a mettere i loro gridi. Gli udirono coloro, e contraccambiandoli cominciarono a correre lungo la spiaggia verso la parte donde le voci venivano, e corsero fintantochè furono fermati dalla calanca che, essendo alta l’acqua, non potevano attraversare con le loro gambe.","Essi stavano lì nella barca , quando Venerdì si misero a gridare con loro ; e a poco a poco si misero a parlare , e ad andare a nuoto la spiaggia per vedere la scialuppa , si per vedere chi fosse andata , e per non essere andato all ’ acqua ove si diedero a correre per terra , perchè il suo ritorno , io non poteva venire a cercare con essa ."
619,"She met him most frequently at Betsy's, who was a Vronsky herself and his cousin.",Incontrava Vronskij soprattutto da Betsy che era nata Vronskaja e gli era cugina.,"Lo rallegrava sempre in mente la conversazione di Betsy , che era un ’ altra cosa a tavola ."
620,'Glad they are: have not met for a long time!' said the curly-haired old man with the piece of bast tied round his head.,"— Anche loro sono contente, è un pezzo che non si son viste — diceva il vecchio riccioluto, quello con il legaccio di tiglio.","— Sono molto contenta , non avete incontrato da molto tempo ! — disse , mostrando i capelli lunghi lunghi e due piccoli piedi ."
621,I have a right to deliver myself from it if I can.,"Ho il diritto di gettar lungi da me questo fardello, se posso.",Io ho un diritto di farmi una ragione di cui posso .
622,Therefore I'm mad.',Dunque sono matto.,"Perciò , io sono pazzo ."
623,"Several times a day he went to the nursery, and remained there so long that the nurses, who had been shy in his presence, became quite used to him.","Varie volte al giorno andava nella camera dei bambini e a lungo restava là a sedere, tanto che la balia e la njanja, prima timide per la sua presenza, s’erano poi abituate a lui.","Parecchie volte egli andò in camera da tempo , e in breve , e là c ’ era già tanto tempo il e il suono da lui , che era stato da parte da lui , si era voltato tutto ."
624,"_June_ 17.—I spent in cooking the turtle. I found in her three-score eggs; and her flesh was to me, at that time, the most savoury and pleasant that ever I tasted in my life, having had no flesh, but of goats and fowls, since I landed in this horrid place.","Tal giorno fu impiegato nel cucinare la mia testuggine, entro cui trovai sessanta uova; la carne di essa fu per me in quel tempo la più saporita e deliziosa che avessi gustato in mia vita, perchè io non aveva avuta altra carne, che di capre e d’uccelli da che fui gettato in questo deserto. Malattia.","19 . 19 che gli la di queste cose , trovai tre uova fra le uova ; la sua grande era sempre stata da me , più che mai l ’ avessi fatta dianzi , più e due di riso , ma da vero le mie di riso e le mie ."
625,"And he felt that it could be solved, and that he must try to do it.","E gli pareva che si dovesse tentare di risolverlo, questo problema.","E sentiva che questa era una , e che doveva fare ."
626,"He tried on two or three evenings, while we were up the river, to get a little practice, but it was never a success.","Aveva tentato due o tre sere sul fiume di fare un po’ di pratica, ma senza incontrare mai un cenno di approvazione.","fra due o tre volte , mentre noi eravamo lì , il fiume , per un po ’ di pratica , ma non fu mai successo ."
627,"Shall you be there, Mrs. Fairfax?""","Vi sarete, signora Fairfax?","Volete che vi , signora Fairfax ?"
628,"'Dear! Dear! What a business!' said the nurse. 'You must detain him somehow, Korney Vasilich – the master, I mean! And I'll run and get her out of the way. What a business!'","— Dio mio, Dio mio! — diceva la njanja. — Voi, Kornej Vasil’evic, dovreste trattenerlo, il padrone, e io corro su; in qualche modo la porterò via. Dio mio, Dio mio!","— Ah , che cosa fa bene ! — disse la njanja . — le sopracciglia e Kornej , il padrone , mi pare , andrò da lei e andrò da lei ."
629,"'Do you know, I see how it happened...' Kitty began.","— Sai, capisco come ciò sia avvenuto — cominciò Kitty.","— Lo sai , lo vedo come ... — cominciò Kitty ."
630,"""Now I am sure you can get on your feet,"" he said--""try.""","— Ora sono certo, — disse, — che vi reggerete in piedi; provate.","— Ora , vi prego , — disse , — vi prego di andarvene ;"
631,"The clerk, to hide his embarrassment, bustled about, helping the ladies in, but Philip became morose and made up his mind not to be imposed upon by this eternal superiority.","Lo scrivano, per nascondere il proprio disagio, si dava da fare, mettendo a sedere le signore, ma Filipp il cocchiere si era fatto scuro e s’era preparato fin d’ora a non sottostare a quella superiorità esteriore.","Lo scrivano si comunicò alla fine , a sinistra , si compiva , ma Filipp e fece uno sguardo cupo e non fece il suo volere , la propria superiorità ."
632,One must know his eyes. Serezha's are just the same – that's why I can't bear to see them.,"I suoi occhi, dovete sapere, sono quelli di Serëza e perciò non posso guardarli.",Bisogna sapere quello che è lo stesso Serëza .
633,"""Not a great deal, to be sure,"" agreed Bessie: ""at any rate, a beauty like Miss Georgiana would be more moving in the same condition."" ""Yes, I doat on Miss Georgiana!"" cried the fervent Abbot.","— È vero, — rispose Bessie esitando, — è certo che una bellezza come la signorina Georgiana vi commoverebbe più, se fosse nella stessa posizione. — Sì, — esclamò l'ardente Abbot, — tengo per la signorina Georgiana!","— Non molto bene , — disse Bessie , — almeno almeno una bellezza come la signorina Eyre avrebbe potuto esser più alta di quella che avrebbe potuto Georgiana !"
634,"'High time, high time! Kuzma, tell them to harness the trap,' he said, and ran downstairs.","— È ora, è ora — disse. — Kuz’ma, fa’ attaccare il calesse — e corse giù.","— Il tempo , tempo , Kuz ’ ma , , rispose al club — disse , e corse via ."
635,"As there seemed to be no chance of getting her hands up to her head, she tried to get her head down to them, and was delighted to find that her neck would bend about easily in any direction, like a serpent.","E siccome non sembrava possibile portar le mani alla testa, tentò di piegare la testa verso le mani, e fu contenta di rilevare che il collo si piegava e si moveva in ogni senso come il corpo d'un serpente.","Come non si sarebbe dovuto trovare la mano , la testa per la testa , voleva andarsene , e fu contenta di per vedere che il collo le avrebbe voluto trovare un altro , un altro serpente ."
636,It will be much more comfortable.',Sarà molto più comoda.,Sarà molto più meglio .
637,"And as soon as those words were spoken, both he and she understood that all was over, and that what ought to have been said would not be said, and their excitement, having reached its climax, began to subside.","E non appena queste parole furono dette, lui e lei capirono che tutto era finito, che quello che si doveva dire non si sarebbe detto, e la loro agitazione, che prima di questo aveva raggiunto l’acme, cominciò a placarsi.","E non appena le parole di quei due parole , ella capì che tutto era finito e che cosa doveva essere stato detto , e il pensiero in cui era detto , , , nel momento in cui si era detto , cominciò a leggere ."
638,So far I have governed myself thoroughly. I have acted as I inwardly swore I would act; but further might try me beyond my strength.,"""Fin qui ho agito come volevo e mi sono dominata, ma, se continuassi, la prova sarebbe superiore alle mie forze.","Io , grazie , vi ho detto , che in ogni caso ho sempre avuto con tanta forza di ."
639,"Kitty, as she moved toward Anna, gazed at her with fear.",Kitty la guardò come spaurita e le si accostò.,"Kitty , come si accostò ad Anna , guardava Anna con paura ."
640,She caught herself meditating on what might have been had she not married and had he been free.,Si sorprendeva a far sogni su quello che sarebbe stato se lei non fosse stata maritata e lui libero.,"a sedersi in mente quello che avrebbe potuto non essere ammogliato , e aveva in grado di sposarsi ."
641,"""No. How very easily alarmed you are!"" he answered, removing his cloak and hanging it up against the door, towards which he again coolly pushed the mat which his entrance had deranged. He stamped the snow from his boots.","— No; come vi spaventate subito! — rispose levandosi il mantello e attaccandolo alla porta, verso la quale sospinse la stuoia, che aveva smosso entrando; poi scosse la neve dalle scarpe.","— No , come siete facile , siete forte ! — rispose , il mantello e , verso di lui , verso di lui , il quale egli le fece cenno col suo tappeto che aveva dalla neve ."
642,"'In the stables, saddling.'","— Nella scuderia, sta sellando.","— Nella chiesa , nella chiesa ."
643,She stopped and her whole body grew rigid.,Si fermò e si irrigidì in tutto il corpo.,Ella si fermò e tutto il corpo si fece dietro a lei .
644,"I gave him a cake of my bread, and he devoured it like a ravenous wolf that had been starving a fortnight in the snow; I then gave the poor creature some fresh water, with which, if I would have let him, he would have burst himself.","Datagli una delle mie pagnotte, se la divorò come un lupo affamato che fosse stato a stentare quindici giorni in mezzo alla neve. Allora diedi a quella povera bestia alcun poco d’acqua dolce che, se lo avessi lasciato bere a sua discrezione, lo avrebbe fatto crepare.","Gli diedi una focaccia che mi diede a un ’ ora per me medesimo , se fosse rimasto lì per circa un pezzo di sole ; poi un bel pezzo che mi diede assai più forte del povero conduttore , e che se avessi fatto per un gagliardo colpo , io lo avrebbe fatto per ."
645,He hasn't done anything today.',"Se no, quest’oggi, non ha fatto nulla.",— Non l ' ha detto che ci sia accaduto per qualche cosa .
646,"'Not afraid of getting fat?' said the other, turning a chair round for the young officer.","— Ma non hai paura d’ingrassare? — disse quello, girando una sedia per l’ufficiale giovane.","— Non paura di ? — disse l ’ altra , voltandosi su di un ufficiale a guardare l ’ ufficiale ."
647,"Submitting to her mood, he felt in his whole being an ever-increasing stress of joy.","Immedesimandosi nello stato d’animo di lei, egli sentiva in tutto il suo essere una tensione di felicità che diventava sempre più intensa.","Con lei , egli provava una sensazione simile a tutta la sua gioia ."
648,"How am I to tell you?' – she continued, noticing perplexity in her sister's eyes: – 'Papa began to speak to me just now... It seems to me that he thinks that all I need is to get married.",Ma come dirti? — continuò vedendo la perplessità negli occhi della sorella. — Papà comincia a parlare... e a me sembra ch’egli pensi soltanto che io debba prender marito.,"Come ti dico ? — continuò , notando la cognata con gli occhi di lei . — E papà mi ha parlato : “ tu mi vuoi bene ... ecco , è necessario per me ."
649,"So I can't even give the children a start myself, unless it's with other people's help and with humiliation.","E, per dare una sistemazione ai miei figliuoli, non posso farlo da sola, ma soltanto con l’aiuto degli altri, attraverso umiliazioni.","Io non posso , non voglio dare i bambini per me , almeno non mi vuole altro che l ’ altra parte di l ’ altra e l ’ umiliazione ."
650,That trout was plaster-of-Paris.,La trota era di gesso.,La trota era quasi tutta Parigi .
651,"As you know, I consider jealousy an insulting and degrading feeling and will never allow myself to be guided by it; but there are certain laws of propriety which one cannot disregard with impunity.","Come sai, io ritengo che la gelosia offenda e umilii, e non mi permetterò mai di lasciarmi andare a questo sentimento; ma ci sono certe leggi di convenienza che non possono essere impunemente trasgredite.","Perché , io penso , lo considero un senso di gelosia e un ’ offesa di una umiliante umiliazione , che non mi sia mai necessario fare con le convenienze , ma là non si può avere delle leggi ."
652,CHAPTER XXVII,XXVII,XXVII
653,"Still not understanding what had happened, Vronsky pulled at the reins.","Senza capire ancora quello che era avvenuto, Vronskij tirava la bestia per la briglia.","Non sapendo cosa avesse fatto , Vronskij , subito Vronskij le redini ."
654,"From her look Vronsky understood that she did not yet know what attitude he wished to adopt toward Golenishchev, and was afraid she might not have behaved suitably.","Vronskij capì dal suo sguardo ch’ella non sapeva in quali rapporti egli volesse essere con Golenišcev, e che temeva di non essersi comportata come avrebbe voluto lui.","Dalla sua espressione Vronskij capì che Vronskij non conosceva ancora quello che aveva un atteggiamento verso di lui verso Golenišcev , e temeva ch ’ ella non avrebbe potuto essere naturale ."
655,"I slept well that night, and should have slept better if it had not been for Harris.","Io dormii bene quella notte, e avrei dormito meglio, se non fosse stato per Harris.","Mi alzai bene che la notte , e avrei dormito se fosse stata meglio Harris ."
656,"How could it all be, without a Creator?' he asked, with an inquiring glance at Levin.","Come sarebbe avvenuto tutto ciò senza un Creatore? — disse, guardando interrogativamente Levin.","Come mai tutto questo sarebbe stato , se Dio ? — egli disse , guardando attenta Levin ."
657,'Yes! But I demand that the external conditions of propriety shall be observed till' – his voice trembled – 'till I take measures to safeguard my honour and inform you of them.',"— Già, ma io pretendo l’osservanza delle forme esteriori fino al momento in cui — e qui la voce gli tremò — non avrò prese le misure necessarie per difendere il mio onore e ve le avrò comunicate.","— Sì , ma io , per l ’ unico desiderio di aver agito le condizioni di condizioni , si può darsi : “ fino a che io ho detto , e allora devo prendere il mio onore ."
658,"You take your mother's washing-tub home again, and bring us a boat.""","Riporta a casa questa tina in cui fa il bucato tua madre, e portaci una barca.","Tu hai preso la madre di l ’ orlo del ritorno , e va la barca ."
659,"""Let her come to me,"" I entreated: ""she will, perhaps, trouble you, sir: there is plenty of room on this side.""","— Lasciatela venire accanto a me, — dissi, — costì vi dà noia, e qui c'è posto.","— Lasciatela passare , — dissi , — vi , ma è tanto da vedervi ."
660,'I agree that unmanly sports...' he was continuing.,"— Ne convengo, non sono giuochi da uomini — e voleva continuare.",— Io sono d ’ accordo che ....
661,'Vozdvizhensk? The squire's house?,"— Vozdvizenskoe? alla casa dei signori? dal conte? — ripeté. — Ecco, appena sbocca il viottolo.","— Vozdvizenskoe , il padrone di casa ?"
662,The water looked damp and chilly: the wind felt cold.,"L’acqua ci si mostrava squallida e gelida, e il vento mattutino ci metteva dei brividi.",L ' acqua mi aveva fredda e fredda ; il vento cessò di freddo .
663,He was incapable of self-deception and could not persuade himself that he repented of his conduct.,Non poteva ingannare se stesso e convincersi d’essere pentito del suo modo di agire.,Egli non poteva non pensare al pensiero di un inganno e non riusciva ad la propria idea .
664,"At this point Harris threw away the sculls, got up and left his seat, and sat on his back, and stuck his legs in the air.","A questo punto Harris gettò via i remi, si levò, lasciando il suo posto, si sedette sul dorso, e congiunse le gambe in aria.","A questo punto Harris gettò via il timone , i remi , e andò verso la schiena , e i suoi piedi si ."
665,"She averred they were a mystery to herself, and that what she knew was chiefly from conjecture.","Ella confessava che tutto era mistero per lei, e non poteva fare altro che congetture.","il giuoco , essi si sentivano come se stessa e che sapeva , secondo la roba , ed era successo ."
666,"What a face he had, now that it was almost on a level with mine! what a great nose! and what a mouth! and what large prominent teeth!","Il suo volto mi produsse uno strano effetto, quando vidi il naso enorme e grossissimi denti.","Che cosa avesse fatto , adesso che era un livello del tutto buono , con la mia cara , quello che fa gran naso ! e quello che fa gli denti , gli e i denti bianchi ."
667,"'It goes all right, Anna Arkadyevna!' he shouted.","— Va bene, Anna Arkad’evna! — gridò.","— Va bene , Anna Arkad ’ evna — disse ."
668,"It was a glorious day, and the lock was crowded; and, as is a common practice up the river, a speculative photographer was taking a picture of us all as we lay upon the rising waters.","Era una magnifica giornata, e la chiusa era affollata; e, come accade spesso sul fiume, un fotografo speculatore faceva la fotografia di quanti stavamo sulle acque che si sollevavano.","Era un giorno , e la chiusa fu la chiusa di chiusa , e quanto è un comune valore di esso si levò al garzone di fiume , come noi tutto il suo quadro ."
669,"""And may I not paint one like it for you?""",— Non volete avere il ritratto di lei?,— E forse non posso esser come voi ?
670,'You don't know?',"— Come, non lo sapete?",— Non lo sapete ?
671,After supper that same night the young couple left for the country.,"Dopo il pranzo, quella notte stessa, i giovani sposi partirono per la campagna.","Dopo cena , quel giorno , i giovani si alzarono per la campagna ."
672,"""That's so,"" responded the clerk, handing him the reins and buttoning the leather apron. ""But I can congratulate you on the purchase, Mihail Ignatitch?""","— Proprio così — rispose l‘inserviente, dandogli le briglie e abbottonando il grembiule di cuoio. — E il vostro affaruccio com’è andato, Michail Ignat’ic?","— È così , — rispose il viso , , gli stivali e che si a mezza copeche ."
673,"The mare had broken her back, and it was decided to shoot her.","La cavalla s’era spezzata la schiena, e fu deciso di finirla.","La cavalla aveva spezzato la schiena , e fu deciso di non andare via ."
674,He took the way over the misty moors in the direction of Whitcross--there he would meet the coach.,"Egli prese una via che andava in direzione di Withecross, dove doveva trovar la carrozza.","Egli prese il passo fresco e il cambiamento di Whitecross , che doveva andare a casa ."
675,'Little? You'd better come to Paris with me instead of going to some Mulhausen or other.,"— Come poco? ecco, venite con me a Parigi, invece di andare a quel non so che Mühlhausen.","— Per me , forse , volete venire a Parigi con me , invece di trovare un ’ altra e l ’ altra ."
676,"We took away everything that he could kill himself with. We lived on the ground floor, but one could not tell what he might do.","Avevamo portato via tutto quello con cui poteva uccidersi; stavamo a pianterreno, ma non si poteva prevedere nulla.",Noi tutti gli uomini lo a star lì con noi ; ma non potevamo per altro che cosa volesse dire .
677,"However, I went down thus two or three days, and having seen nothing, I began to be a little bolder, and to think there was really nothing in it but my own imagination; but I could not persuade myself fully of this till I should go down to the shore again, and see this print of a foot, and measure it by my own, and see if there was any similitude or fitness, that I might be assured it was my own foot: but when I came to the place, first, it appeared evidently to me, that when I laid up my boat I could not possibly be on shore anywhere thereabouts; secondly, when I came to measure the mark with my own foot, I found my foot not so large by a great deal.","Ma chi m’avesse veduto con che paura vi andai, quante volte mi voltai per guardarmi dietro, come io facea presto a quando a quando a metter giù il mio canestro per essere più spedito ad una fuga; chi mi avesse veduto così, avrebbe pensato che feroci rimorsi di coscienza mi travagliassero, o che fossi fresco d’un’orribile paura, e allora si sarebbe appigliato al vero. Nondimeno poichè fui andato laggiù due o tre giorni senza mai veder nulla, principiai ad esser più franco e a pensar veramente che il tutto fosse stato lavoro della mia immaginazione.","Pure per allora cominciai a rimanere così , nè avendo veduto nulla , nè potei , nè dir vero io , nè a dir vero un ’ altra cosa , nè a dir vero , non mi riuscì in ciò che in questa mia immaginazione non poteva in questa mia immaginazione . Pure io non poteva vedere se non avessi potuto tornare addietro su la spiaggia in questa spiaggia , nè sapendo in questa spiaggia , se ciò fosse un piede d ’ altra di fuori il mio piede , io feci un piede , nè poco più in tale postura , nè mi si affatto fuori affatto fuori della mia piroga ; onde , se non mi fosse venuto su la mia piroga che , non in appresso , non solamente ."
678,"'Well, is there any game?' asked Oblonsky of Levin scarcely giving himself time to say a word of greeting to everybody. 'He and I have the cruellest intentions...","— Be’, com’è la caccia? — chiese a Levin Stepan Arkad’ic che aveva appena fatto in tempo a salutare tutti. — Ecco, io e lui abbiamo le intenzioni più feroci.","— Ebbene , c ’ è un giuoco ? — disse Stepan Arkad ’ ic , senza il tempo di dire a Levin . — Ho detto anche a tutti i suoi intenzioni , l ’ hanno detto tutti i suoi intenzioni ...."
679,"'You don't know much,' said the Duchess; 'and that's a fact.'","— Tu non sai molto, — disse la Duchessa; — non c'è da dubitarne!","— Non lo sapete , — rispose la Duchessa , — e questo è il fatto ."
680,"Mr. Brocklehurst and his family never came near Lowood now: household matters were not scrutinised into; the cross housekeeper was gone, driven away by the fear of infection; her successor, who had been matron at the Lowton Dispensary, unused to the ways of her new abode, provided with comparative liberality.","Il signor Bockelhurst e la sua famiglia non si accostavano più a Lowood, e ogni ispezione era cessata; l'avara dispensiera, spaventata, era andata via. Quella che la surrogò, non conoscendo gli usi della casa, distribuiva il cibo con più liberalità, e poi le malate mangiavano poco, e noi sane eravamo meglio nutrite.","Il signor Bockelhurst non si avvicinò a Lowood , perché le stanze di Lowood si furono allontanati dalla finestra . Il signor Bockelhurst non si avvicinò alla tavola ; le si tolse il signor Rochester per andare , se non avesse avuto l ' ordine di entrare in camera con la sua ."
681,"She was contented, happy in her children; I never interfered with her but left her to fuss over them and the household as she pleased...","Lei era contenta, felice dei bambini; io non l’ostacolavo in nulla, la lasciavo libera di regolarsi come voleva, coi bambini, con la casa.","Ella era soddisfatto , felice , con i bambini , e non le mai per quella sua casa , ma per la casa di loro è contento ."
682,"""Oh, drat the man!"" she would exclaim, when some unfortunate sculler would get in her way; ""why don't he look where he's going?""","— Maledizione a quell’uomo! — ella esclamava, quando qualche disgraziato rematore le si trovava dinanzi. — Perchè non guarda dove va?",— Maledizione ! — ella disse con un . — Perchè non va ?
683,"He saw nothing but her clear, true eyes, frightened by the same joy of love which filled his own heart.","Egli vedeva soltanto i chiari occhi di lei, sinceri, spaventati dalla stessa gioia di amore che riempiva il cuore di lui.","Egli non vedeva nulla , ma gli occhi chiari per lei . La stessa gioia del cuore ch ’ egli aveva il cuore per il cuore ."
684,"I knew I had been here now almost eighteen years, and never saw the least footsteps of human creature there before; and I might be eighteen years more as entirely concealed as I was now, if I did not discover myself to them, which I had no manner of occasion to do; it being my only business to keep myself entirely concealed where I was, unless I found a better sort of creatures than cannibals to make myself known to. Yet I entertained such an abhorrence of the savage wretches that I have been speaking of, and of the wretched, inhuman custom of their devouring and eating one another up, that I continued pensive and sad, and kept close within my own circle for almost two years after this: when I say my own circle, I mean by it my three plantations—viz. my castle, my country seat (which I called my bower), and my enclosure in the woods: nor did I look after this for any other use than an enclosure for my goats; for the aversion which nature gave me to these hellish wretches was such, that I was as fearful of seeing them as of seeing the devil himself.","Pensava che era qui omai da quasi diciotto anni prima di vedere il menomo vestigio di creatura umana, e che avrei potuto viverne altri diciotto affatto ignorato, come era stato insino ad ora, quando mai non mi scoprissi ad essi io medesimo, il che certo non mi poteva occorrere; perchè mia prima cura era di tenermi affatto nascosto nel mio confine, semprechè non mi si presentasse una razza di creature migliori dei cannibali per darmi loro a conoscere, Ciò non ostante tal si era l’orrore impresso in me dagli sgraziati, di cui testè ho detto, e dall’inumana loro usanza di divorarsi gli uni con gli altri, che continuai pensieroso e malinconico a tenermi chiuso entro il mio cerchio per circa due altri anni: quando dico il mio cerchio, intendo le mie tre abitazioni, la fortezza cioè, la mia casa di villeggiatura, o sia il mio frascato e il mio parco chiuso ne’ boschi. Nè pensai a profittare altrimenti di quest’ultimo che a modo d’un chiuso delle mie capre; perchè l’avversione inspiratami dalla natura contro a quelle creature infernali era tanta, che abborriva la vista loro siccome quella dello stesso demonio.","Io sapeva che in quei giorni di tempo mi erano stati quasi quasi di , nè vedeva che un umana umana umana : or avrei dovuto , se non avessi avuto di questi giorni , io non fossi stato d ’ ordinario . In questo modo io non mi sentiva altro che in veruna cosa di tali anni , io non aveva mai avuto il menomo desiderio di : il mio desiderio io mi avea tuttavia un nuovo tempo di di tali fiere , per altro per altro che , per altro da vero che , come aveva fatto un nuovo bisogno di , di , il mio soggiorno in quella contrada , io mi avea fatto affatto il mio moschetto di da me per vedere in quella contrada ; e per dir tutto quello che per vedere in questi due anni , per non mi di cui mi sarebbe stato impossibile il mio soggiorno in cui mi sarebbe stato fatto ."
685,"What is she to do, if every one is in love with her and follows her about like a shadow?'",Che fare se tutti si innamorano di lei e le corrono dietro come ombre?,"Che fare , se si vuole , se ogni amore è nell ’ amore e le sia la sua ombra ?"
